Reporting level,Province/territory,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Manitoba,n/a,Hip Fracture Repair,90th percentile,2017,Hours,42.43333333
Provincial,Manitoba,n/a,Hip Fracture Repair,Volume,2017,Number of cases,552
Provincial,Manitoba,n/a,Cataract Surgery,% meeting benchmark,2017,Proportion,32
Provincial,Manitoba,n/a,Cataract Surgery,50th percentile,2017,Days,155
Provincial,Manitoba,n/a,Cataract Surgery,90th percentile,2017,Days,409
Provincial,Manitoba,n/a,Cataract Surgery,Volume,2017,Number of cases,3076
Provincial,Manitoba,n/a,CABG,50th percentile,2017,Days,9
Provincial,Manitoba,n/a,CABG,90th percentile,2017,Days,41
Provincial,Manitoba,n/a,CABG,Volume,2017,Number of cases,218
Provincial,Manitoba,n/a,MRI Scan,50th percentile,2017,Days,76
Provincial,Manitoba,n/a,MRI Scan,90th percentile,2017,Days,219
Provincial,Manitoba,n/a,MRI Scan,Volume,2017,Number of cases,33945
Provincial,Manitoba,n/a,CT Scan,50th percentile,2017,Days,19
Provincial,Manitoba,n/a,CT Scan,90th percentile,2017,Days,77
Provincial,Manitoba,n/a,CT Scan,Volume,2017,Number of cases,46568
Provincial,Manitoba,n/a,Breast Cancer Surgery,50th percentile,2017,Days,21
Provincial,Manitoba,n/a,Breast Cancer Surgery,90th percentile,2017,Days,43
Provincial,Manitoba,n/a,Breast Cancer Surgery,Volume,2017,Number of cases,142
Provincial,Manitoba,n/a,Lung Cancer Surgery,50th percentile,2017,Days,24
Provincial,Manitoba,n/a,Lung Cancer Surgery,90th percentile,2017,Days,41
Provincial,Manitoba,n/a,Lung Cancer Surgery,Volume,2017,Number of cases,89
Provincial,Manitoba,n/a,Hip Replacement,% meeting benchmark,2018,Proportion,49
Provincial,Manitoba,n/a,Hip Replacement,50th percentile,2018,Days,186
Provincial,Manitoba,n/a,Hip Replacement,90th percentile,2018,Days,413
Provincial,Manitoba,n/a,Hip Replacement,Volume,2018,Number of cases,748
Provincial,Manitoba,n/a,Knee Replacement,% meeting benchmark,2018,Proportion,37
Provincial,Manitoba,n/a,Knee Replacement,50th percentile,2018,Days,230
Provincial,Manitoba,n/a,Knee Replacement,90th percentile,2018,Days,451
Provincial,Manitoba,n/a,Knee Replacement,Volume,2018,Number of cases,1258
Provincial,Manitoba,n/a,Radiation Therapy,% meeting benchmark,2018,Proportion,100
Provincial,Manitoba,n/a,Radiation Therapy,50th percentile,2018,Days,9
Provincial,Manitoba,n/a,Radiation Therapy,90th percentile,2018,Days,25
Provincial,Manitoba,n/a,Radiation Therapy,Volume,2018,Number of cases,1741
Provincial,Manitoba,n/a,Hip Fracture Repair,% meeting benchmark,2018,Proportion,92.12880143
Provincial,Manitoba,n/a,Hip Fracture Repair,50th percentile,2018,Hours,18.56666667
Provincial,Manitoba,n/a,Hip Fracture Repair,90th percentile,2018,Hours,43.15
Provincial,Manitoba,n/a,Hip Fracture Repair,Volume,2018,Number of cases,559
Provincial,Manitoba,n/a,Cataract Surgery,% meeting benchmark,2018,Proportion,29
Provincial,Manitoba,n/a,Cataract Surgery,50th percentile,2018,Days,167
Provincial,Manitoba,n/a,Cataract Surgery,90th percentile,2018,Days,378
Provincial,Manitoba,n/a,Cataract Surgery,Volume,2018,Number of cases,2962
Provincial,Manitoba,n/a,CABG,50th percentile,2018,Days,8
Provincial,Manitoba,n/a,CABG,90th percentile,2018,Days,34
Provincial,Manitoba,n/a,CABG,Volume,2018,Number of cases,182
Provincial,Manitoba,n/a,MRI Scan,50th percentile,2018,Days,56
Provincial,Manitoba,n/a,MRI Scan,90th percentile,2018,Days,156
Provincial,Manitoba,n/a,MRI Scan,Volume,2018,Number of cases,38745
Provincial,Manitoba,n/a,CT Scan,50th percentile,2018,Days,20
Provincial,Manitoba,n/a,CT Scan,90th percentile,2018,Days,76
Provincial,Manitoba,n/a,CT Scan,Volume,2018,Number of cases,52503
Provincial,Manitoba,n/a,Breast Cancer Surgery,50th percentile,2018,Days,22
Provincial,Manitoba,n/a,Breast Cancer Surgery,90th percentile,2018,Days,46
Provincial,Manitoba,n/a,Breast Cancer Surgery,Volume,2018,Number of cases,236
Provincial,Manitoba,n/a,Lung Cancer Surgery,50th percentile,2018,Days,24
Provincial,Manitoba,n/a,Lung Cancer Surgery,90th percentile,2018,Days,58
Provincial,Manitoba,n/a,Lung Cancer Surgery,Volume,2018,Number of cases,159
Provincial,Manitoba,n/a,Breast Cancer Surgery,50th percentile,2019,Days,28
Provincial,Manitoba,n/a,Breast Cancer Surgery,90th percentile,2019,Days,59
Provincial,Manitoba,n/a,Breast Cancer Surgery,Volume,2019,Number of cases,207
Provincial,Manitoba,n/a,CABG,50th percentile,2019,Days,8
Provincial,Manitoba,n/a,CABG,90th percentile,2019,Days,76
Provincial,Manitoba,n/a,CABG,Volume,2019,Number of cases,205
Provincial,Manitoba,n/a,Cataract Surgery,% meeting benchmark,2019,Proportion,33
Provincial,Manitoba,n/a,Cataract Surgery,50th percentile,2019,Days,162
Provincial,Manitoba,n/a,Cataract Surgery,90th percentile,2019,Days,422
Provincial,Manitoba,n/a,Cataract Surgery,Volume,2019,Number of cases,3769
Provincial,Manitoba,n/a,CT Scan,50th percentile,2019,Days,23
Provincial,Manitoba,n/a,CT Scan,90th percentile,2019,Days,80
Provincial,Manitoba,n/a,CT Scan,Volume,2019,Number of cases,54206
Provincial,Manitoba,n/a,Hip Fracture Repair,% meeting benchmark,2019,Proportion,93.08072488
Provincial,Manitoba,n/a,Hip Fracture Repair,50th percentile,2019,Hours,18.96666667
Provincial,Manitoba,n/a,Hip Fracture Repair,90th percentile,2019,Hours,43.9
Provincial,Manitoba,n/a,Hip Fracture Repair,Volume,2019,Number of cases,607
Provincial,Manitoba,n/a,Hip Replacement,% meeting benchmark,2019,Proportion,55
Provincial,Manitoba,n/a,Hip Replacement,50th percentile,2019,Days,163
Provincial,Manitoba,n/a,Hip Replacement,90th percentile,2019,Days,368
Provincial,Manitoba,n/a,Hip Replacement,Volume,2019,Number of cases,842
Provincial,Manitoba,n/a,Knee Replacement,% meeting benchmark,2019,Proportion,46
Provincial,Manitoba,n/a,Knee Replacement,50th percentile,2019,Days,203
Provincial,Manitoba,n/a,Knee Replacement,90th percentile,2019,Days,418
Provincial,Manitoba,n/a,Knee Replacement,Volume,2019,Number of cases,1372
Provincial,Manitoba,n/a,Lung Cancer Surgery,50th percentile,2019,Days,34
Provincial,Manitoba,n/a,Lung Cancer Surgery,90th percentile,2019,Days,58
Provincial,Manitoba,n/a,Lung Cancer Surgery,Volume,2019,Number of cases,163
Provincial,Manitoba,n/a,MRI Scan,50th percentile,2019,Days,55
Provincial,Manitoba,n/a,MRI Scan,90th percentile,2019,Days,133
Provincial,Manitoba,n/a,MRI Scan,Volume,2019,Number of cases,37810
Provincial,Manitoba,n/a,Radiation Therapy,% meeting benchmark,2019,Proportion,100
Provincial,Manitoba,n/a,Radiation Therapy,50th percentile,2019,Days,9
Provincial,Manitoba,n/a,Radiation Therapy,90th percentile,2019,Days,26
Provincial,Manitoba,n/a,Radiation Therapy,Volume,2019,Number of cases,1804
Provincial,Manitoba,n/a,Breast Cancer Surgery,50th percentile,2020,Days,22
Provincial,Manitoba,n/a,Breast Cancer Surgery,90th percentile,2020,Days,67
Provincial,Manitoba,n/a,Breast Cancer Surgery,Volume,2020,Number of cases,199
Provincial,Manitoba,n/a,CABG,50th percentile,2020,Days,7
Provincial,Manitoba,n/a,CABG,90th percentile,2020,Days,41
Provincial,Manitoba,n/a,CABG,Volume,2020,Number of cases,165
Provincial,Manitoba,n/a,Cataract Surgery,% meeting benchmark,2020,Proportion,21
Provincial,Manitoba,n/a,Cataract Surgery,50th percentile,2020,Days,214
Provincial,Manitoba,n/a,Cataract Surgery,90th percentile,2020,Days,448
Provincial,Manitoba,n/a,Cataract Surgery,Volume,2020,Number of cases,2646
Provincial,Manitoba,n/a,CT Scan,50th percentile,2020,Days,21
Provincial,Manitoba,n/a,CT Scan,90th percentile,2020,Days,114
Provincial,Manitoba,n/a,CT Scan,Volume,2020,Number of cases,43330
Provincial,Manitoba,n/a,Hip Fracture Repair,% meeting benchmark,2020,Proportion,91.47540984
Provincial,Manitoba,n/a,Hip Fracture Repair,50th percentile,2020,Hours,17.65
Provincial,Manitoba,n/a,Hip Fracture Repair,90th percentile,2020,Hours,44.70833333
Provincial,Manitoba,n/a,Hip Fracture Repair,Volume,2020,Number of cases,610
Provincial,Manitoba,n/a,Hip Replacement,% meeting benchmark,2020,Proportion,47
Provincial,Manitoba,n/a,Hip Replacement,50th percentile,2020,Days,196
Provincial,Manitoba,n/a,Hip Replacement,90th percentile,2020,Days,389
Provincial,Manitoba,n/a,Hip Replacement,Volume,2020,Number of cases,719
Provincial,Manitoba,n/a,Knee Replacement,% meeting benchmark,2020,Proportion,37
Provincial,Manitoba,n/a,Knee Replacement,50th percentile,2020,Days,238
Provincial,Manitoba,n/a,Knee Replacement,90th percentile,2020,Days,463
Provincial,Manitoba,n/a,Knee Replacement,Volume,2020,Number of cases,1150
Provincial,Manitoba,n/a,Lung Cancer Surgery,50th percentile,2020,Days,25
Provincial,Manitoba,n/a,Lung Cancer Surgery,90th percentile,2020,Days,75
Provincial,Manitoba,n/a,Lung Cancer Surgery,Volume,2020,Number of cases,127
Provincial,Manitoba,n/a,MRI Scan,50th percentile,2020,Days,83
Provincial,Manitoba,n/a,MRI Scan,90th percentile,2020,Days,204
Provincial,Manitoba,n/a,MRI Scan,Volume,2020,Number of cases,27630
Provincial,Manitoba,n/a,Radiation Therapy,% meeting benchmark,2020,Proportion,100
Provincial,Manitoba,n/a,Radiation Therapy,50th percentile,2020,Days,9
Provincial,Manitoba,n/a,Radiation Therapy,90th percentile,2020,Days,24
Provincial,Manitoba,n/a,Radiation Therapy,Volume,2020,Number of cases,1850
Provincial,Manitoba,n/a,Hip Replacement,% meeting benchmark,2021,Proportion,55
Provincial,Manitoba,n/a,Hip Replacement,50th percentile,2021,Days,169
Provincial,Manitoba,n/a,Hip Replacement,90th percentile,2021,Days,444
Provincial,Quebec,n/a,Hip Replacement,Volume,2021,Number of cases,3495
Provincial,Manitoba,n/a,Knee Replacement,% meeting benchmark,2021,Proportion,38
Provincial,Manitoba,n/a,Knee Replacement,50th percentile,2021,Days,237
Provincial,Manitoba,n/a,Knee Replacement,90th percentile,2021,Days,566
Provincial,Saskatchewan,n/a,Hip Replacement,Volume,2021,Number of cases,687
Provincial,Manitoba,n/a,Radiation Therapy,% meeting benchmark,2021,Proportion,100
Provincial,Manitoba,n/a,Radiation Therapy,50th percentile,2021,Days,13
Provincial,Manitoba,n/a,Radiation Therapy,90th percentile,2021,Days,23
Provincial,Manitoba,n/a,Radiation Therapy,Volume,2021,Number of cases,1780
Provincial,Manitoba,n/a,Hip Fracture Repair,% meeting benchmark,2021,Proportion,89.09710392
Provincial,Manitoba,n/a,Hip Fracture Repair,50th percentile,2021,Hours,20.23333333
Provincial,Manitoba,n/a,Hip Fracture Repair,90th percentile,2021,Hours,50.7
Provincial,Manitoba,n/a,Hip Fracture Repair,Volume,2021,Number of cases,587
Provincial,Manitoba,n/a,Cataract Surgery,% meeting benchmark,2021,Proportion,39
Provincial,Manitoba,n/a,Cataract Surgery,50th percentile,2021,Days,141
Provincial,Manitoba,n/a,Cataract Surgery,90th percentile,2021,Days,516
Provincial,Manitoba,n/a,Cataract Surgery,Volume,2021,Number of cases,3031
Provincial,Manitoba,n/a,CABG,50th percentile,2021,Days,7
Provincial,Manitoba,n/a,CABG,90th percentile,2021,Days,65
Provincial,Manitoba,n/a,CABG,Volume,2021,Number of cases,149
Provincial,Manitoba,n/a,MRI Scan,50th percentile,2021,Days,66
Provincial,Manitoba,n/a,MRI Scan,90th percentile,2021,Days,220
Provincial,Manitoba,n/a,MRI Scan,Volume,2021,Number of cases,38298
Provincial,Manitoba,n/a,CT Scan,50th percentile,2021,Days,28
Provincial,Manitoba,n/a,CT Scan,90th percentile,2021,Days,112
Provincial,Manitoba,n/a,CT Scan,Volume,2021,Number of cases,58051
Provincial,Manitoba,n/a,Breast Cancer Surgery,50th percentile,2021,Days,21
Provincial,Manitoba,n/a,Breast Cancer Surgery,90th percentile,2021,Days,57
Provincial,Manitoba,n/a,Breast Cancer Surgery,Volume,2021,Number of cases,341
Provincial,Manitoba,n/a,Lung Cancer Surgery,50th percentile,2021,Days,22
Provincial,Manitoba,n/a,Lung Cancer Surgery,90th percentile,2021,Days,47
Provincial,Manitoba,n/a,Lung Cancer Surgery,Volume,2021,Number of cases,104
Provincial,Alberta,n/a,Knee Replacement,Volume,2021,Number of cases,2864
Provincial,British Columbia,n/a,Knee Replacement,Volume,2021,Number of cases,4604
Provincial,New Brunswick,n/a,Hip Replacement,% meeting benchmark,2008,Proportion,66
Provincial,New Brunswick,n/a,Hip Replacement,50th percentile,2008,Days,140
Provincial,New Brunswick,n/a,Hip Replacement,90th percentile,2008,Days,309
Provincial,New Brunswick,n/a,Hip Replacement,Volume,2008,Number of cases,300
Provincial,New Brunswick,n/a,Knee Replacement,% meeting benchmark,2008,Proportion,55
Provincial,New Brunswick,n/a,Knee Replacement,50th percentile,2008,Days,167
Provincial,New Brunswick,n/a,Knee Replacement,90th percentile,2008,Days,408
Provincial,New Brunswick,n/a,Knee Replacement,Volume,2008,Number of cases,538
Provincial,New Brunswick,n/a,Radiation Therapy,% meeting benchmark,2008,Proportion,94
Provincial,New Brunswick,n/a,Cataract Surgery,% meeting benchmark,2008,Proportion,74
Provincial,New Brunswick,n/a,Cataract Surgery,50th percentile,2008,Days,57
Provincial,New Brunswick,n/a,Cataract Surgery,90th percentile,2008,Days,194
Provincial,New Brunswick,n/a,Cataract Surgery,Volume,2008,Number of cases,4460
Provincial,New Brunswick,n/a,CABG,% meeting benchmark,2008,Proportion,95
Provincial,New Brunswick,n/a,CABG,50th percentile,2008,Days,3
Provincial,New Brunswick,n/a,CABG,90th percentile,2008,Days,131
Provincial,New Brunswick,n/a,CABG,Volume,2008,Number of cases,214
Provincial,New Brunswick,n/a,Hip Replacement,% meeting benchmark,2009,Proportion,76
Provincial,New Brunswick,n/a,Hip Replacement,50th percentile,2009,Days,94
Provincial,New Brunswick,n/a,Hip Replacement,90th percentile,2009,Days,250
Provincial,New Brunswick,n/a,Hip Replacement,Volume,2009,Number of cases,315
Provincial,New Brunswick,n/a,Knee Replacement,% meeting benchmark,2009,Proportion,63
Provincial,New Brunswick,n/a,Knee Replacement,50th percentile,2009,Days,137
Provincial,New Brunswick,n/a,Knee Replacement,90th percentile,2009,Days,340
Provincial,New Brunswick,n/a,Knee Replacement,Volume,2009,Number of cases,575
Provincial,New Brunswick,n/a,Radiation Therapy,% meeting benchmark,2009,Proportion,92
Provincial,New Brunswick,n/a,Hip Fracture Repair,% meeting benchmark,2009,Proportion,82
Provincial,New Brunswick,n/a,Hip Fracture Repair,50th percentile,2009,Hours,19
Provincial,New Brunswick,n/a,Hip Fracture Repair,90th percentile,2009,Hours,69
Provincial,New Brunswick,n/a,Hip Fracture Repair,Volume,2009,Number of cases,323
Provincial,New Brunswick,n/a,Cataract Surgery,% meeting benchmark,2009,Proportion,84
Provincial,New Brunswick,n/a,Cataract Surgery,50th percentile,2009,Days,45
Provincial,New Brunswick,n/a,Cataract Surgery,90th percentile,2009,Days,135
Provincial,New Brunswick,n/a,Cataract Surgery,Volume,2009,Number of cases,4634
Provincial,New Brunswick,n/a,CABG,% meeting benchmark,2009,Proportion,98
Provincial,New Brunswick,n/a,CABG,50th percentile,2009,Days,6
Provincial,New Brunswick,n/a,CABG,90th percentile,2009,Days,111
Provincial,New Brunswick,n/a,CABG,Volume,2009,Number of cases,218
Provincial,New Brunswick,n/a,CABG,% meeting benchmark,2010,Proportion,100
Provincial,New Brunswick,n/a,CABG,50th percentile,2010,Days,5
Provincial,New Brunswick,n/a,CABG,90th percentile,2010,Days,63
Provincial,New Brunswick,n/a,CABG,Volume,2010,Number of cases,234
Provincial,New Brunswick,n/a,Hip Replacement,% meeting benchmark,2010,Proportion,79
Provincial,New Brunswick,n/a,Hip Replacement,50th percentile,2010,Days,86
Provincial,New Brunswick,n/a,Hip Replacement,90th percentile,2010,Days,232
Provincial,New Brunswick,n/a,Hip Replacement,Volume,2010,Number of cases,312
Provincial,New Brunswick,n/a,Knee Replacement,% meeting benchmark,2010,Proportion,67
Provincial,New Brunswick,n/a,Knee Replacement,50th percentile,2010,Days,119
Provincial,New Brunswick,n/a,Knee Replacement,90th percentile,2010,Days,314
Provincial,New Brunswick,n/a,Knee Replacement,Volume,2010,Number of cases,543
Provincial,New Brunswick,n/a,Radiation Therapy,% meeting benchmark,2010,Proportion,87
Provincial,New Brunswick,n/a,Radiation Therapy,Volume,2010,Number of cases,1147
Provincial,New Brunswick,n/a,Hip Fracture Repair,% meeting benchmark,2010,Proportion,78
Provincial,New Brunswick,n/a,Hip Fracture Repair,50th percentile,2010,Hours,21
Provincial,New Brunswick,n/a,Hip Fracture Repair,90th percentile,2010,Hours,79
Provincial,New Brunswick,n/a,Hip Fracture Repair,Volume,2010,Number of cases,355
Provincial,New Brunswick,n/a,Cataract Surgery,% meeting benchmark,2010,Proportion,89
Provincial,New Brunswick,n/a,Cataract Surgery,50th percentile,2010,Days,44
Provincial,New Brunswick,n/a,Cataract Surgery,90th percentile,2010,Days,119
Provincial,New Brunswick,n/a,Cataract Surgery,Volume,2010,Number of cases,4712
Provincial,New Brunswick,n/a,CABG,% meeting benchmark,2011,Proportion,99
Provincial,New Brunswick,n/a,CABG,50th percentile,2011,Days,7
Provincial,New Brunswick,n/a,CABG,90th percentile,2011,Days,57
Provincial,New Brunswick,n/a,CABG,Volume,2011,Number of cases,204
Provincial,New Brunswick,n/a,Hip Replacement,% meeting benchmark,2011,Proportion,72
Provincial,New Brunswick,n/a,Hip Replacement,50th percentile,2011,Days,120
Provincial,New Brunswick,n/a,Hip Replacement,90th percentile,2011,Days,327
Provincial,New Brunswick,n/a,Hip Replacement,Volume,2011,Number of cases,375
Provincial,New Brunswick,n/a,Knee Replacement,% meeting benchmark,2011,Proportion,53
Provincial,New Brunswick,n/a,Knee Replacement,50th percentile,2011,Days,172
Provincial,New Brunswick,n/a,Knee Replacement,90th percentile,2011,Days,389
Provincial,New Brunswick,n/a,Knee Replacement,Volume,2011,Number of cases,684
Provincial,New Brunswick,n/a,Radiation Therapy,% meeting benchmark,2011,Proportion,95
Provincial,New Brunswick,n/a,Radiation Therapy,Volume,2011,Number of cases,1194
Provincial,New Brunswick,n/a,Hip Fracture Repair,% meeting benchmark,2011,Proportion,83
Provincial,New Brunswick,n/a,Hip Fracture Repair,50th percentile,2011,Hours,20
Provincial,New Brunswick,n/a,Hip Fracture Repair,90th percentile,2011,Hours,66
Provincial,New Brunswick,n/a,Hip Fracture Repair,Volume,2011,Number of cases,344
Provincial,New Brunswick,n/a,Cataract Surgery,% meeting benchmark,2011,Proportion,85
Provincial,New Brunswick,n/a,Cataract Surgery,50th percentile,2011,Days,35
Provincial,New Brunswick,n/a,Cataract Surgery,90th percentile,2011,Days,158
Provincial,New Brunswick,n/a,Cataract Surgery,Volume,2011,Number of cases,5108
Provincial,New Brunswick,n/a,Hip Replacement,% meeting benchmark,2012,Proportion,72
Provincial,New Brunswick,n/a,Hip Replacement,50th percentile,2012,Days,112
Provincial,New Brunswick,n/a,Hip Replacement,90th percentile,2012,Days,290
